S.No,dept,Subject,Topic,level,Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Choice ,Explanation ,Reference,Unit Number
283,IT,JAVA,APPLETS,1,Which of these methods can be used to output a string in an applet?,display(),paint(),drawString(),PrintApplet(),3,"drawString() method is defined in Graphics class, it is used to output a string in an applet.","https://www.ind
iabix.com",5
284,IT,JAVA,APPLETS,1,Which of these methods is a part of Abstract Window Toolkit (AWT),display(),paint(),drawString(),transient(),2,paint() is an abstract method defined in AWT.,www.javamadesoeasy.com,5
285,IT,JAVA,APPLETS,1,Which of these modifiers can be used for a variable so that it can be accessed from any thread or parts of a program?,a) transient,b) volatile,c) global,d) No modifier is needed,2,The volatile modifier tells the compiler that the variable modified by volatile can be changed unexpectedly by other part of the program. Specially used in situations involving multithreading.,"https://www.san
foundry.com",5
286,IT,JAVA,APPLETS,1,". Applet class is a subclass of the panel class, which is again a subclass of the ………………….. class.",a) object,b) component,c) awt,d) container,4,-> Component -> Container -> Panel -> Applet -> JApplet,"https://www.ind
iabix.com",5
287,IT,JAVA,APPLETS,1,"What is the Message is displayed in the applet made by this program? import java.awt.*; import java.applet.*; public class myapplet extends Applet{public void paint(Graphics g){ g.drawString(""A Simple Applet"", 20, 20);} }",A Simple Applet,A Simple Applet 20 20,Compilation Error,Runtime Error,1,A Simple Applet (Output comes in a new java application),www.javamadesoeasy.com,5
288,IT,JAVA,APPLETS,1,"The following example shows the creation of applet
import java.applet.*;
import java.awt.*;

public class Main extends Applet{
public void paint(Graphics g){
g.drawString(""Welcome in Java Applet."",40,20);
}
}
",Banner using Applet,Basic Applet,Display clock,None of the above,2,No Explanation,www.careerride.com,5
289,IT,JAVA,APPLETS,1,"Arrange the steps involved in developing and testing the applet in correct order.
i) creating an executable applet (.classfile)
ii) preparing <APPLET> tag
iii) creating HTML file
iv) building an applet code (.java file)
v)  testing the applet code","1-i, 2-ii, 3-iii, 4-iv, 5-v","1-ii, 2-iii, 3-iv, 4-v, 5-i","1-iv, 2-i, 3-ii, 4-iii, 5-v","1-iii, 2-iv, 3-v, 4-i, 5-ii",3,No Explanation,www.siteforinfotech.com,5
290,IT,JAVA,APPLETS,1,"What is the Message is displayed in the applet made by this program? import java.awt.*; import java.applet.*; public class myapplet extends Applet{public void paint(Graphics g){ g.drawString(""A Simple Applet"", 20, 20);} }",20,50,100,System dependent,1,"the code in pain() method – g.drawString(“A Simple Applet”,20,20); draws a applet box of length 20 and width 20.","https://www.san
foundry.com",5
291,IT,JAVA,APPLETS,2,"What is the Message is displayed in the applet made by this program? import java.awt.*; import java.applet.*; public class myapplet extends Applet{ Graphic g; g.drawString(""A Simple Applet"", 20, 20); }",20,Default value,Compilation Error,Runtime Error,3,To implement the method drawString we need first need to define abstract method of AWT that is paint() method. Without paint() method we can not define and use drawString or any Graphic class methods.,"https://www.ind
iabix.com",5
292,IT,JAVA,APPLETS,2,The …………………. class is an abstract class that represents the display area of the applet.,display,graphics,text,area,2,No Explanation,www.javamadesoeasy.com,5
293,IT,JAVA,APPLETS,2,The graphics class provides methods to draw a number of graphical figure including i) Text ii) Lines iii) Images iv) Ellipse,"i, ii and iii only","ii, iii and iv only","i, iii and iv only","All i, ii, iii and iv",4,"We can draw Text, Lines in applet window by using Graphics class, including text, lines, we can add shapes, Images to the applet.","https://www.san
foundry.com",5
294,IT,JAVA,APPLETS,2,The ………………. method is called to clear the screen and calls the paint( ) method.,update( ),paint( ),repaint( ),reupdate( ),1,update () method of the Component class which clears the window with the background color of the applet and then calls the paint () method.,"https://www.ind
iabix.com",5
295,IT,JAVA,APPLETS,2,We can change the text to be displayed by an applet by supplying new text to be displayed by an applet by supplying new text to the applet through a ……………………… tag.,<EDIT>,<CHANGE>,<REPLACE>,<PARAM>,4,"Explanation: <param> tag is used to supply the data from html page to java file, which contains applet code.",www.javamadesoeasy.com,5
296,IT,JAVA,APPLETS,2,java allows programmers to develop the following,"applets, applications and servlets",applets and applications ,"applets, applications, servlets, javabeans and distributed objects",none of the above,1,No Explanation,www.gkseries.com,5
297,IT,JAVA,APPLETS,2,Which of these functions is called to display the output of an applet?,display(),paint(), displayApplet(),PrintApplet(),2,"Whenever the applet requires to redraw its output, it is done by using method paint().",www.sanfoundry.com,5
298,IT,JAVA,APPLETS,2,"If you want to assign a value of 88 to the variable year, then which of the following lines can be used within an <applet> tag.",number = getParameter(88),<number=99>,<param = radius value=88>,<param name=number value=88>,4,"<applet code=""UseParam.class"" width=""300"" height=""300""> 
<param name=""msg"" value=""Welcome to applet""> 
</applet>","https://www.san
foundry.com",5
299,IT,JAVA,APPLETS,3,Which of the following applet tags is legal to embed an applet class named Test into a webpage?,<applet class=Test width=200 height=100> </applet>,<applet code=Test.class width=200 height=100> </applet>,<applet>code=Test.class width=200 height=100> </applet>,<applet param=Test.class width=200 height=100> </applet>,2,"<applet code=""First.class"" width=""300"" height=""300"">","https://www.ind
iabix.com",5
300,IT,JAVA,APPLETS,3,The ……………….. attribute of applet tag specifies the amount of horizontal blank space the browser should leave surrounding the applet.,SPACE=pixels,HSPACE=piexls,HWIDTH=piexls,HBLANK=pixels,2,No Explanation,www.javamadesoeasy.com,5
301,IT,JAVA,APPLETS,3,"   import java.awt.*;
    import java.applet.*;
    public class myapplet extends Applet
    {
        Graphic g;
        g.drawString(""A Simple Applet"", 20, 20);    
    }",20,Default value,Compilation Error,Runtime Error,3,To implement the method drawString we need first need to define abstract method of AWT that is paint() method. Without paint() method we can not define and use drawString or any Graphic class methods.,www.sanfoundry.com,5
,,,,,,,,,,,,,
